model,press
Amyloid_PET ~ pTau217 + NFL + time_diff + sex + apoe_ternary,3.882202665
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.882441626
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + apoe_ternary,3.882558561
Amyloid_PET ~ pTau217 + GFAP + NFL + sex,3.8826074
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.882658846
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx,3.882835772
Amyloid_PET ~ pTau217 + GFAP + time_diff + Calculated_Consensus_dx + apoe_binary,3.882918563
Amyloid_PET ~ ptau231 + pTau217 + Calculated_Consensus_dx + apoe_ternary,3.883672566
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + sex + apoe_binary,3.883707675
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + sex + apoe_ternary,3.883775718
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_ternary,3.88380083
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.883854468
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + sex + Calculated_Consensus_dx,3.883869801
Amyloid_PET ~ pTau217 + NFL + sex + Calculated_Consensus_dx,3.884173729
Amyloid_PET ~ pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.884276421
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx,3.884288931
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_binary,3.884474095
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + Calculated_Consensus_dx + apoe_binary,3.884735244
Amyloid_PET ~ pTau217 + GFAP + NFL + time_diff + sex + apoe_binary,3.885010119
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.885054059
Amyloid_PET ~ ptau181 + pTau217 + sex + apoe_ternary,3.8850569
Amyloid_PET ~ pTau217 + GFAP + NFL + sex + apoe_binary,3.885186753
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary,3.885423509
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.885473268
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.885896331
Amyloid_PET ~ ptau231 + pTau217 + GFAP + sex + apoe_ternary,3.885917295
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.88605426
Amyloid_PET ~ pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.886080824
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.886129933
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_ternary,3.886169665
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.886533044
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + sex + Calculated_Consensus_dx,3.886628448
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + sex + apoe_ternary,3.886645537
Amyloid_PET ~ pTau217 + time_diff + apoe_ternary,3.886708408
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,3.886762036
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary,3.886897805
Amyloid_PET ~ pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx,3.887287025
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,3.887296395
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.888112513
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + sex,3.888165896
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.88824436
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_ternary,3.888502531
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.888620899
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.888657788
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx,3.888778623
Amyloid_PET ~ pTau217 + age_at_appointment + time_diff + apoe_ternary,3.888854095
Amyloid_PET ~ pTau217 + GFAP + NFL + time_diff,3.889087316
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + apoe_ternary,3.889388704
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + sex + apoe_ternary,3.889499575
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Calculated_Consensus_dx,3.889538084
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + sex + apoe_ternary,3.889622383
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx,3.889789513
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Calculated_Consensus_dx + apoe_ternary,3.889936411
Amyloid_PET ~ ptau181 + pTau217 + sex + Calculated_Consensus_dx + apoe_binary,3.89022247
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,3.890297371
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_ternary,3.890336353
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + apoe_ternary,3.890376011
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + apoe_ternary,3.890456484
Amyloid_PET ~ ptau181 + pTau217 + GFAP + Calculated_Consensus_dx + apoe_binary,3.890478927
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_binary,3.890580122
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + apoe_ternary,3.89070132
Amyloid_PET ~ pTau217 + NFL + apoe_ternary,3.890861215
Amyloid_PET ~ ptau231 + pTau217 + time_diff + Calculated_Consensus_dx + apoe_ternary,3.89101904
Amyloid_PET ~ ptau231 + pTau217 + GFAP + sex + Calculated_Consensus_dx + apoe_binary,3.891031552
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.891061205
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + sex + apoe_ternary,3.891119027
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx,3.891131875
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + time_diff + apoe_ternary,3.891207065
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + apoe_ternary,3.891249758
Amyloid_PET ~ pTau217 + GFAP + sex + apoe_binary,3.891858924
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + apoe_ternary,3.892066139
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + apoe_ternary,3.892273204
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + sex + apoe_ternary,3.892353607
Amyloid_PET ~ pTau217 + GFAP + NFL,3.892420674
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex,3.892530993
Amyloid_PET ~ ptau231 + pTau217 + GFAP + sex + Calculated_Consensus_dx,3.892598694
Amyloid_PET ~ pTau217 + GFAP + sex,3.892923544
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.892935256
Amyloid_PET ~ ptau181 + pTau217 + time_diff + sex + apoe_ternary,3.893011148
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + sex + apoe_ternary,3.893018776
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.893125596
Amyloid_PET ~ ptau181 + pTau217 + GFAP + time_diff + Calculated_Consensus_dx,3.893164105
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.89317559
Amyloid_PET ~ pTau217 + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.893179338
Amyloid_PET ~ ptau231 + pTau217 + GFAP + apoe_ternary,3.893323445
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + sex + apoe_ternary,3.893461757
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + sex + apoe_ternary,3.893519198
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + apoe_ternary,3.893573426
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + apoe_ternary,3.893799366
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.893818907
Amyloid_PET ~ ptau181 + pTau217 + sex + Calculated_Consensus_dx,3.894216144
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx,3.894429739
Amyloid_PET ~ ptau181 + pTau217 + GFAP + time_diff + Calculated_Consensus_dx + apoe_binary,3.894805956
Amyloid_PET ~ ptau181 + pTau217 + NFL + sex + apoe_ternary,3.894838864
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.894886984
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.894926037
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + sex + Calculated_Consensus_dx,3.895047854
Amyloid_PET ~ pTau217 + GFAP + NFL + time_diff + apoe_binary,3.89509681
Amyloid_PET ~ ptau231 + pTau217 + NFL + Calculated_Consensus_dx + apoe_ternary,3.895129407
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx,3.895241981
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + sex + apoe_ternary,3.895427854
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.895735067
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary,3.895755903
Amyloid_PET ~ pTau217 + GFAP + time_diff + sex + apoe_binary,3.895851187
Amyloid_PET ~ ptau181 + pTau217 + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.895985886
Amyloid_PET ~ ptau231 + pTau217 + sex + apoe_ternary,3.896072074
Amyloid_PET ~ pTau217 + GFAP + time_diff + sex,3.896126838
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.89623538
Amyloid_PET ~ pTau217 + NFL + time_diff + apoe_ternary,3.896562093
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + sex + Calculated_Consensus_dx,3.89659816
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + Calculated_Consensus_dx,3.897030449
Amyloid_PET ~ ptau181 + pTau217 + apoe_ternary,3.897108745
Amyloid_PET ~ pTau217 + GFAP + NFL + apoe_binary,3.897374882
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.897587302
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + Calculated_Consensus_dx + apoe_ternary,3.897726839
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.897731849
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + apoe_ternary,3.897883764
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + apoe_ternary,3.89806564
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.898484507
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + apoe_ternary,3.898508519
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.898521834
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + apoe_ternary,3.898919601
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx,3.898920653
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Calculated_Consensus_dx,3.899040859
Amyloid_PET ~ ptau181 + pTau217 + time_diff + sex + Calculated_Consensus_dx,3.899262063
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + sex + apoe_ternary,3.89936995
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + sex + apoe_ternary,3.899575245
Amyloid_PET ~ pTau217 + Calculated_Consensus_dx + apoe_binary,3.899697369
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + sex + apoe_ternary,3.899874068
Amyloid_PET ~ ptau181 + pTau217 + NFL + sex + Calculated_Consensus_dx + apoe_binary,3.900057178
Amyloid_PET ~ pTau217 + Calculated_Consensus_dx,3.900193652
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.900437848
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + sex + apoe_binary,3.900662077
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.900824038
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + apoe_binary,3.900834012
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Calculated_Consensus_dx + apoe_ternary,3.900879115
Amyloid_PET ~ pTau217 + age_at_appointment + Calculated_Consensus_dx,3.900905656
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + sex + apoe_binary,3.901009082
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx,3.901011991
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment,3.901351688
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_ternary,3.901438287
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx,3.901673638
Amyloid_PET ~ pTau217 + age_at_appointment + sex + apoe_binary,3.901780151
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + sex + apoe_ternary,3.902028346
Amyloid_PET ~ pTau217 + GFAP,3.902281837
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex + apoe_binary,3.902283612
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_binary,3.90248611
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + time_diff + sex,3.902611177
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx,3.902714582
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + sex + Calculated_Consensus_dx + apoe_binary,3.902828923
Amyloid_PET ~ ptau181 + pTau217 + NFL + sex + Calculated_Consensus_dx,3.902870131
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + apoe_ternary,3.903057705
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_ternary,3.903194174
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + sex + Calculated_Consensus_dx,3.903278763
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + time_diff,3.903300038
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + sex,3.903419572
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + Calculated_Consensus_dx + apoe_binary,3.903484691
Amyloid_PET ~ ptau231 + pTau217 + time_diff + sex + apoe_ternary,3.903525013
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_ternary,3.903526094
Amyloid_PET ~ ptau231 + pTau217 + sex + Calculated_Consensus_dx + apoe_binary,3.903529137
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.903611391
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.903651407
Amyloid_PET ~ pTau217 + GFAP + apoe_binary,3.903665842
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + apoe_ternary,3.903673011
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + apoe_ternary,3.903771853
Amyloid_PET ~ pTau217 + GFAP + time_diff,3.903839755
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,3.903855607
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + sex + apoe_ternary,3.90404868
Amyloid_PET ~ ptau181 + pTau217 + time_diff + apoe_ternary,3.90407529
Amyloid_PET ~ pTau217 + sex + apoe_binary,3.904129622
Amyloid_PET ~ pTau217 + time_diff + Calculated_Consensus_dx,3.904191327
Amyloid_PET ~ pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.904380336
Amyloid_PET ~ pTau217 + time_diff + Calculated_Consensus_dx + apoe_binary,3.9044015
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.904504577
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.904564038
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.904647563
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.904835144
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.904957322
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + sex,3.90503686
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.905192245
Amyloid_PET ~ ptau231 + pTau217 + NFL + sex + apoe_ternary,3.905319736
Amyloid_PET ~ pTau217 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary,3.905319955
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + sex + apoe_ternary,3.905331032
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.905445864
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + sex + Calculated_Consensus_dx,3.905473899
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + apoe_ternary,3.905572347
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + sex + apoe_binary,3.905669663
Amyloid_PET ~ pTau217 + GFAP + time_diff + apoe_binary,3.905965584
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + time_diff + sex + apoe_binary,3.905978407
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx,3.906016249
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.906208719
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx,3.906500362
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Calculated_Consensus_dx,3.906506379
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx,3.906660539
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + Calculated_Consensus_dx,3.90672776
Amyloid_PET ~ pTau217 + sex,3.906976167
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,3.907008969
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + apoe_ternary,3.907148335
Amyloid_PET ~ ptau231 + pTau217 + sex + Calculated_Consensus_dx,3.907432766
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_ternary,3.907607538
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex,3.907654104
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_ternary,3.907823689
Amyloid_PET ~ ptau181 + pTau217 + GFAP + NFL + time_diff,3.907837188
Amyloid_PET ~ ptau231 + pTau217 + GFAP + Calculated_Consensus_dx + apoe_binary,3.90795251
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.907991397
Amyloid_PET ~ ptau181 + pTau217 + NFL + apoe_ternary,3.908000871
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Calculated_Consensus_dx,3.908279096
Amyloid_PET ~ pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_binary,3.908584842
Amyloid_PET ~ ptau231 + pTau217 + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.908881834
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.909302422
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx,3.909366703
Amyloid_PET ~ pTau217 + time_diff + sex + apoe_binary,3.909402344
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + Calculated_Consensus_dx,3.909707038
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_ternary,3.909900174
